,Team,Median of Age,Mean of Age,Std of Age,Median of Matches Played,Mean of Matches Played,Std of Matches Played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls per 90,Mean of Gls per 90,Std of Gls per 90,Median of Ast per 90,Mean of Ast per 90,Std of Ast per 90,Median of xG per 90,Mean of xG per 90,Std of xG per 90,Median of xAG per 90,Mean of xAG per 90,Std of xAG per 90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of Passes Completed,Mean of Passes Completed,Std of Passes Completed,Median of TkI,Mean of TkI,Std of TkI,Median of TkIW,Mean of TkIW,Std of TkIW,Median of Att Challenges,Mean of Att Challenges,Std of Att Challenges,Median of Lost Challenges,Mean of Lost Challenges,Std of Lost Challenges,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh Blocks,Mean of Sh Blocks,Std of Sh Blocks,Median of Pass Blocks,Mean of Pass Blocks,Std of Pass Blocks,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen Touches,Mean of Def Pen Touches,Std of Def Pen Touches,Median of Def 3rd Touches,Mean of Def 3rd Touches,Std of Def 3rd Touches,Median of Mid 3rd Touches,Mean of Mid 3rd Touches,Std of Mid 3rd Touches,Median of Att 3rd Touches,Mean of Att 3rd Touches,Std of Att 3rd Touches,Median of Att Pen Touches,Mean of Att Pen Touches,Std of Att Pen Touches,Median of Att Take-Ons,Mean of Att Take-Ons,Std of Att Take-Ons,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC Carries,Mean of ProgC Carries,Std of ProgC Carries,Median of 1/3 Carries,Mean of 1/3 Carries,Std of 1/3 Carries,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR Receiving,Mean of PrgR Receiving,Std of PrgR Receiving,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Aerial Won,Mean of Aerial Won,Std of Aerial Won,Median of Aerial Lost,Mean of Aerial Lost,Std of Aerial Lost
10,Ipswich Town,26.0,26.620689655172413,3.0869979997153068,19.0,18.482758620689655,9.038096708833482,12.0,13.10344827586207,9.74072756004472,990.0,1169.9655172413793,802.7853957475907,0.0,1.103448275862069,2.350453263069045,0.0,0.8620689655172413,1.0929690209645366,2.0,3.0344827586206895,2.6656915294251995,0.0,0.1724137931034483,0.3844258722192447,0.5,1.0379310344827586,1.7819359041510061,0.5,0.7275862068965517,0.9837597528012249,9.0,15.137931034482758,18.587100246313366,22.0,28.275862068965516,26.008098397730077,14.0,26.93103448275862,35.95724746584751,0.0,0.08172413793103449,0.14322980948504804,0.0,0.07,0.10460811222298749,0.04,0.08172413793103447,0.10333955699251311,0.03,0.057241379310344835,0.05921489627523382,0.07,0.27620689655172415,0.38799313131902086,241.0,355.7586206896552,311.9369962911941,12.0,18.551724137931036,16.8535418212666,8.0,10.620689655172415,9.619228485187692,11.0,18.862068965517242,17.076977270856794,6.0,9.89655172413793,9.592946916452311,8.0,13.517241379310345,14.196631113590628,2.0,5.931034482758621,9.753867491127956,6.0,7.586206896551724,7.683550339056019,6.0,9.655172413793103,9.607570906280724,477.0,592.4827586206897,470.41217646182037,28.0,96.44827586206897,135.4130153606515,140.0,245.31034482758622,255.52105077500477,168.0,233.68965517241378,216.12415470350697,104.0,120.10344827586206,124.55014619122755,11.0,17.75862068965517,21.76113044006576,7.0,19.03448275862069,27.4921842901639,232.0,291.41379310344826,224.41280795530415,604.0,796.7931034482758,628.2417857634991,9.0,15.137931034482758,18.587100246313366,7.0,10.206896551724139,11.187937733957776,1.0,4.413793103448276,7.7897241899610945,11.0,16.93103448275862,21.34902311997764,4.0,10.655172413793103,14.631853368761119,290.0,350.9655172413793,285.10743373064287,14.0,26.93103448275862,35.95724746584751,9.0,13.586206896551724,14.98932296521978,8.0,12.344827586206897,11.979970969643354,0.0,1.5172413793103448,2.8236335463265916,6.0,15.206896551724139,29.261602473383867,40.0,45.03448275862069,36.210182820602796,7.0,17.24137931034483,22.97926887500028,15.0,17.24137931034483,18.325733609197506
11,Leicester City,26.0,26.44,4.4071910933533776,21.0,19.96,9.816992071573315,14.0,14.76,10.170545708072895,1391.0,1325.36,841.2718486513936,0.0,0.96,1.8814887722226779,0.0,0.88,1.2013880860626733,2.0,3.04,2.6689573494781316,0.0,0.0,0.0,0.4,1.1119999999999999,2.183903233509519,0.4,0.9159999999999999,1.1639301239049247,14.0,20.2,23.039820601153412,30.0,38.92,35.67786428585657,19.0,36.72,40.68632038740622,0.0,0.0508,0.08400992004916245,0.0,0.058800000000000005,0.0867140895894856,0.04,0.06280000000000001,0.08384111958539993,0.02,0.0672,0.08299196748280321,0.2,0.2656,0.27427297837495157,430.0,505.56,378.13953332951934,21.0,25.92,22.75763608110473,11.0,15.16,13.804226405947809,18.0,24.88,22.125249527783108,10.0,12.8,12.110601416389967,17.0,17.8,14.285773809399803,4.0,7.04,8.248636250920512,8.0,10.76,8.771544903835355,9.0,11.76,12.152777460317456,804.0,779.16,534.0265817354039,39.0,104.8,170.09237686229994,166.0,291.76,287.8184149772214,324.0,353.52,284.1543184022841,99.0,140.72,134.81361207237197,15.0,21.36,24.516796963170645,11.0,21.44,26.57078596253161,465.0,441.52,292.49987464384776,1055.0,1089.68,763.28570011497,14.0,20.2,23.039820601153412,7.0,12.48,12.145369487998297,2.0,4.88,6.352952069707436,13.0,15.88,14.368136042414594,8.0,10.72,12.478381305281548,483.0,496.12,336.61901312908634,19.0,36.72,40.68632038740622,12.0,13.88,10.686128079586794,11.0,12.08,9.793365100924197,1.0,2.12,4.952440475832765,8.0,21.24,27.630418020724914,40.0,51.64,37.850451340329705,11.0,17.32,17.028701261889193,15.0,18.68,16.804562872426445
12,Liverpool,26.0,26.666666666666668,3.665151201974256,28.0,25.19047619047619,8.92535180045609,20.0,18.333333333333332,11.921968517544967,1717.0,1643.095238095238,977.4990488364634,1.0,3.8095238095238093,6.493219907095766,2.0,2.857142857142857,3.99106144134257,3.0,3.0476190476190474,2.2688364964490164,0.0,0.09523809523809523,0.30079260375911915,1.7,3.6761904761904765,5.513973590969107,1.2,2.6761904761904765,3.1846357345707155,24.0,35.666666666666664,36.51620644773131,71.0,83.95238095238095,68.39990949590225,54.0,83.04761904761905,111.0078718787439,0.04,0.16523809523809524,0.23183224641147415,0.16,0.13904761904761903,0.13190544954264635,0.07,0.18428571428571427,0.20711280570190313,0.11,0.1304761904761905,0.10938355408726626,0.35,0.4842857142857144,0.4350812731958413,681.0,807.1428571428571,634.1773636542293,26.0,28.476190476190474,23.932444604801756,16.0,17.61904761904762,14.66791120260888,20.0,28.952380952380953,28.308083987575337,9.0,13.761904761904763,14.320980280360565,9.0,15.952380952380953,14.796878692738515,2.0,4.190476190476191,4.718252299517775,9.0,11.761904761904763,12.879847677301008,7.0,13.095238095238095,15.952757635922266,860.0,1139.4285714285713,817.5648947593439,32.0,102.33333333333333,159.90288719511392,187.0,314.6190476190476,329.93703584024576,307.0,513.4761904761905,469.2663016931451,218.0,321.23809523809524,285.0820767361401,44.0,57.38095238095238,73.48841826470085,19.0,29.285714285714285,35.42194638517604,550.0,655.0,456.14197351263346,1598.0,1773.3809523809523,1235.2182186233524,24.0,35.666666666666664,36.51620644773131,19.0,24.285714285714285,21.185237447672982,6.0,14.047619047619047,26.175324621628267,19.0,23.047619047619047,25.32879031946885,11.0,14.952380952380953,16.16934194850301,606.0,798.2380952380952,570.0718292252218,54.0,83.04761904761905,111.0078718787439,16.0,19.047619047619047,16.478701983093785,12.0,15.666666666666666,13.547447484058882,1.0,2.619047619047619,4.3985928485845385,6.0,32.095238095238095,45.267985112996534,66.0,70.71428571428571,48.99096126546493,9.0,18.095238095238095,26.134086480886914,12.0,16.285714285714285,13.126853610606227
13,Manchester City,26.0,26.44,4.805205510693586,23.0,19.88,8.973665174646682,17.0,15.36,8.625929901562305,1494.0,1381.36,766.2823065511387,1.0,2.64,4.414748010928823,0.0,1.92,2.5645012510557814,2.0,2.32,1.7492855684535902,0.0,0.04,0.2,1.3,2.5200000000000005,4.175424130153328,1.5,2.028,2.249355463238303,35.0,41.64,45.442161040161814,64.0,70.28,60.42179518462964,26.0,69.6,78.21764506810467,0.06,0.1784,0.24563998045920782,0.0,0.10200000000000001,0.1414213562373095,0.07,0.16080000000000003,0.2177904191342371,0.07,0.1164,0.12195900950729306,0.33,0.46360000000000007,0.5136704520734411,676.0,793.52,591.8990707882552,15.0,18.44,17.05891751157343,7.0,11.2,10.88959748261309,13.0,16.88,15.738276059763768,6.0,8.84,8.547319267856247,11.0,12.44,9.600694419328914,1.0,3.28,4.817675788178362,9.0,9.16,7.098591409568521,5.0,8.2,8.582928793055823,892.0,1033.8,699.0405925266429,39.0,78.52,139.2913971978648,197.0,241.56,242.91049105929258,331.0,447.28,395.86745677478126,324.0,353.4,278.85524918853514,22.0,48.52,51.759958784115476,21.0,29.68,41.02206723216176,590.0,664.68,466.34525121773606,1714.0,2051.96,1583.7090294621673,35.0,41.64,45.442161040161814,23.0,31.16,27.549470654321716,3.0,14.48,23.36863995471994,14.0,17.4,15.124483462254174,13.0,14.88,14.50953709346603,630.0,783.04,543.7994023534781,26.0,69.6,78.21764506810467,11.0,10.64,8.18474190185616,12.0,13.88,11.47214016650773,0.0,1.68,2.4617067250182343,8.0,23.6,32.247738938825876,46.0,53.0,35.29046141192641,5.0,11.12,13.488637193331776,8.0,11.96,11.11860302975753
14,Manchester Utd,25.0,25.066666666666666,5.112077203381551,20.0,17.666666666666668,11.454056150501907,11.5,12.833333333333334,10.780196829286604,1071.0,1149.6666666666667,931.0153276020138,0.0,1.3333333333333333,2.2641635942681337,0.0,0.9333333333333333,1.9988502442280596,2.0,2.6,2.471911169032214,0.0,0.1,0.4025778999364487,0.7,1.6033333333333333,2.2676865521607197,0.35,1.2,1.707589549325457,10.0,21.066666666666666,31.189004841265866,22.0,43.2,55.75092391379159,14.5,42.7,64.32576037852846,0.0,0.07433333333333335,0.11705240009421462,0.0,0.044000000000000004,0.08528249203837715,0.06,0.12666666666666665,0.16103829772241549,0.06,0.08099999999999997,0.08742878875661195,0.185,0.36599999999999994,0.45842007538636587,286.0,512.8666666666667,464.77074313919644,13.0,25.1,27.822528703341753,8.5,15.133333333333333,17.010611968422236,10.0,22.033333333333335,24.512464574991842,5.0,9.933333333333334,12.22471587240045,8.0,11.6,11.180648306414263,1.0,3.2666666666666666,4.784553691096852,6.0,8.333333333333334,8.667550794867555,5.0,11.466666666666667,12.721779677424045,517.0,756.2666666666667,662.1173421023223,22.5,79.2,182.86897514057847,126.5,265.8333333333333,314.013736063857,206.0,319.6,307.20975649018476,78.0,177.86666666666667,219.13760962925323,17.0,29.033333333333335,37.52836475147219,5.5,19.5,25.456860060461718,310.0,461.8333333333333,401.0441615835217,744.5,1155.9333333333334,1107.4359305304688,10.0,21.066666666666666,31.189004841265866,9.5,14.8,18.162864729232936,1.0,7.0,15.251907738219911,9.5,15.7,17.765037340915946,4.5,11.066666666666666,13.801382572754813,385.0,508.0,438.91213479347493,14.5,42.7,64.32576037852846,9.0,12.533333333333333,11.667027909021435,7.0,11.3,11.567344045884608,0.5,2.066666666666667,3.1615506162088525,6.0,19.033333333333335,35.19647644328888,31.5,53.1,51.33483726711695,8.5,14.633333333333333,15.979476779948698,10.0,15.166666666666666,17.60502148846162
15,Newcastle Utd,27.0,27.52173913043478,4.727766772602735,27.0,23.217391304347824,10.144216989986017,14.0,16.73913043478261,12.588657922923923,1503.0,1502.8695652173913,1050.9113060208886,0.0,2.782608695652174,5.187016323467755,1.0,2.0869565217391304,2.843062425021507,2.0,2.608695652173913,3.0262357421057633,0.0,0.043478260869565216,0.2085144140570748,0.5,2.6347826086956525,4.436994139735529,0.9,1.8826086956521737,2.2774890826827536,14.0,29.82608695652174,33.44011224142897,59.0,63.17391304347826,62.650293602963664,22.0,62.69565217391305,71.58557166878144,0.0,0.16086956521739132,0.2581034507796202,0.04,0.10304347826086957,0.1267938478077593,0.12,0.14304347826086955,0.16196056710336215,0.08,0.09739130434782607,0.09031346377551043,0.3,0.3830434782608696,0.4077703763662795,479.0,616.8695652173913,528.14007304776,22.0,24.434782608695652,22.0223565887786,15.0,14.956521739130435,13.69299177372918,27.0,24.0,22.207697273283834,9.0,11.608695652173912,10.760783726251637,17.0,17.130434782608695,14.194443047852747,3.0,5.6521739130434785,7.189693985472754,9.0,11.478260869565217,10.290638133837037,6.0,11.043478260869565,11.845514152353068,773.0,923.6521739130435,736.155221323209,26.0,91.73913043478261,145.62130756654847,122.0,301.7391304347826,343.4360093090393,232.0,387.82608695652175,354.6575367582742,133.0,243.1304347826087,228.0706239000674,33.0,43.0,46.887680103141655,8.0,26.956521739130434,30.859620955766726,498.0,525.5217391304348,429.8606401619882,1519.0,1429.9565217391305,1147.0369922805799,14.0,29.82608695652174,33.44011224142897,14.0,18.434782608695652,17.450777755411785,4.0,10.73913043478261,15.91516541285629,11.0,19.130434782608695,17.67459488497052,8.0,17.956521739130434,20.318997516586574,567.0,612.304347826087,506.3999887604668,22.0,62.69565217391305,71.58557166878144,9.0,15.826086956521738,16.94282410159385,11.0,18.217391304347824,24.09631530062623,2.0,3.0869565217391304,4.31606979763114,10.0,27.52173913043478,39.35487675130837,49.0,66.52173913043478,58.23765539518958,7.0,19.304347826086957,29.006950237061048,14.0,18.434782608695652,19.699621793685004
16,Nott'ham Forest,26.0,26.61904761904762,3.612148813050072,31.0,25.238095238095237,10.5778294649931,20.0,18.095238095238095,13.326307672813059,1874.0,1628.5238095238096,1099.9405265307582,1.0,2.5238095238095237,4.226334672254998,1.0,1.8095238095238095,2.5420276870846155,3.0,3.8095238095238093,3.2957403966187573,0.0,0.047619047619047616,0.21821789023599242,1.4,2.0095238095238095,2.6362672022966036,1.1,1.4238095238095239,1.4655731854481922,13.0,27.38095238095238,34.30958494426331,36.0,47.38095238095238,44.40436486481502,20.0,47.61904761904762,58.69112044464323,0.07,0.12285714285714289,0.16016063365080876,0.05,0.08380952380952382,0.10273637089542294,0.07,0.11523809523809525,0.132462034093511,0.06,0.07714285714285715,0.07849476779651349,0.27,0.43285714285714283,0.4089882988196955,472.0,458.0952380952381,345.8939006056488,21.0,29.904761904761905,25.972879628383065,13.0,18.095238095238095,15.984069450251905,20.0,28.761904761904763,27.24317301986823,8.0,14.333333333333334,14.423360680969376,11.0,19.0,18.143869488066763,4.0,7.0476190476190474,10.254151308012725,9.0,11.952380952380953,10.56634369342674,12.0,13.904761904761905,11.458205626993967,1000.0,814.7142857142857,570.2475903374904,36.0,109.23809523809524,180.2006949936389,175.0,281.85714285714283,294.60605657628383,290.0,324.42857142857144,269.1313009347986,158.0,218.76190476190476,209.15972479469005,21.0,33.95238095238095,32.12238501493342,13.0,26.38095238095238,28.247966635629176,400.0,372.3809523809524,275.33860539170246,864.0,1143.6666666666667,1015.9474067752391,13.0,27.38095238095238,34.30958494426331,11.0,17.142857142857142,18.00079363329771,2.0,8.285714285714286,12.888533109484792,18.0,24.666666666666668,24.22051472065227,10.0,13.857142857142858,13.55096201118472,512.0,455.8095238095238,334.84961087742346,20.0,47.61904761904762,58.69112044464323,12.0,17.428571428571427,14.211162614548567,10.0,18.142857142857142,17.214196798821938,1.0,3.9523809523809526,6.3990326649907825,5.0,24.80952380952381,38.76547310122637,50.0,68.57142857142857,55.18475462351123,14.0,25.142857142857142,27.03754004025831,20.0,24.238095238095237,27.63133142268892
17,Southampton,26.0,26.482758620689655,4.188595823825624,20.0,18.655172413793103,10.37949854991961,13.0,13.241379310344827,9.840351229263666,1178.0,1184.3103448275863,856.2372878492552,0.0,0.8275862068965517,1.0713464664764276,0.0,0.5172413793103449,0.8289705171033532,2.0,2.8620689655172415,2.948657538743382,0.0,0.10344827586206896,0.40925259281898757,0.5,1.0724137931034483,1.3879317994062084,0.5,0.8103448275862071,0.9220880139220546,10.0,20.620689655172413,26.910451757506852,24.0,36.44827586206897,39.457559665776664,20.0,35.3448275862069,38.70610496519063,0.0,0.051379310344827595,0.07637894894776003,0.0,0.04310344827586207,0.09721491097694918,0.04,0.07758620689655171,0.08958855046480124,0.03,0.05448275862068966,0.058711534939697926,0.14,0.2158620689655172,0.28653742265414617,257.0,499.7931034482759,481.213523983922,13.0,20.413793103448278,19.729450867347865,7.0,11.827586206896552,11.313926202179966,13.0,18.24137931034483,14.49545537749626,10.0,9.379310344827585,7.017395696733369,8.0,13.379310344827585,14.915030274150226,2.0,5.896551724137931,9.135272408113694,5.0,7.482758620689655,8.002770456246354,5.0,9.620689655172415,12.263225493620721,457.0,726.7931034482758,636.2733789872728,42.0,93.65517241379311,170.63940171812374,161.0,265.3448275862069,322.22610471775306,198.0,313.41379310344826,308.40204710750305,131.0,154.3448275862069,149.2857461050712,15.0,21.862068965517242,20.864741513463457,6.0,22.82758620689655,32.38172871666679,253.0,406.8965517241379,363.2547654615723,599.0,1101.344827586207,1119.5630294214304,10.0,20.620689655172413,26.910451757506852,9.0,15.241379310344827,18.795240986586002,1.0,5.103448275862069,7.5892067512553965,10.0,14.931034482758621,15.028380376766105,5.0,11.137931034482758,13.765184182076984,349.0,494.3448275862069,436.3488345563893,20.0,35.3448275862069,38.70610496519063,12.0,14.758620689655173,13.428794149709455,8.0,13.655172413793103,15.764507744725096,0.0,1.5172413793103448,2.6270663928633997,6.0,17.620689655172413,26.858642920061857,23.0,46.0,44.26059195266146,8.0,14.620689655172415,20.9172071904986,8.0,12.655172413793103,13.743247334259847
18,Tottenham,25.0,25.22222222222222,4.526276558848286,22.0,19.333333333333332,9.232051193032307,16.0,14.222222222222221,8.092414935430554,1300.0,1277.7777777777778,694.5650732837356,1.0,2.2222222222222223,3.250246538972477,1.0,1.7037037037037037,2.3828685817859694,2.0,2.4444444444444446,2.325995788959303,0.0,0.037037037037037035,0.19245008972987523,0.7,2.0999999999999996,2.9091368003373312,0.9,1.5814814814814813,2.0200984433432247,18.0,29.51851851851852,29.123570113952994,49.0,56.925925925925924,47.133138698083364,31.0,56.51851851851852,69.30333012887307,0.06,0.13481481481481483,0.19355719429767385,0.07,0.11777777777777777,0.15054601477323323,0.06,0.14074074074074072,0.17121569675358275,0.08,0.10666666666666666,0.11076655979685733,0.29,0.40185185185185185,0.39576641359652304,703.0,581.1111111111111,373.35272385541316,14.0,22.85185185185185,20.77665795236365,9.0,14.481481481481481,14.00101746404489,14.0,20.666666666666668,17.76123696316049,9.0,10.25925925925926,8.600503529948753,15.0,15.148148148148149,12.249658405609972,5.0,5.2592592592592595,5.230035980112981,9.0,9.88888888888889,9.328753455078607,10.0,10.777777777777779,10.82494744465243,892.0,847.925925925926,515.9538534766252,60.0,86.33333333333333,119.40332426760088,228.0,275.18518518518516,231.3053321805546,393.0,358.7037037037037,259.8235813918618,168.0,222.33333333333334,227.9908905062791,24.0,35.888888888888886,42.50821941635192,19.0,28.51851851851852,29.70802840255394,588.0,528.1481481481482,309.81330652553464,1526.0,1462.7407407407406,859.1309827867026,18.0,29.51851851851852,29.123570113952994,18.0,19.85185185185185,17.05579915747969,4.0,8.703703703703704,12.005815305076167,16.0,18.40740740740741,18.210857410768106,11.0,14.74074074074074,16.38618694227313,629.0,576.4074074074074,339.1683561141484,31.0,56.51851851851852,69.30333012887307,10.0,15.074074074074074,13.219815912618932,11.0,16.962962962962962,15.298269086306366,1.0,2.185185185185185,3.1869570371586686,13.0,26.85185185185185,42.5772634374658,59.0,57.666666666666664,41.01688207780567,9.0,14.62962962962963,14.07984961717153,11.0,14.925925925925926,14.166390143103138
19,West Ham,28.0,28.16,5.096403960964372,20.0,21.56,8.529751852584381,14.0,15.4,10.862780491200215,1070.0,1381.52,914.3885078747071,0.0,1.48,2.6,1.0,0.96,1.5132745950421558,2.0,2.96,2.65329983228432,0.0,0.12,0.33166247903553997,1.2,1.776,2.254861414810232,1.1,1.26,1.40356688476182,11.0,22.92,30.36983152186832,31.0,45.0,41.31182235954578,25.0,44.64,57.791204636461195,0.0,0.084,0.12529964086141665,0.03,0.07440000000000001,0.13635370670918096,0.07,0.13720000000000002,0.15915191903754516,0.08,0.1008,0.09720768145230774,0.23,0.3836,0.4092358733053592,517.0,533.44,408.43543757449186,17.0,23.6,20.816659994661325,11.0,14.0,12.328828005937952,21.0,19.68,15.691611347043574,8.0,9.24,7.7420927403383635,14.0,16.64,13.409822270758601,4.0,6.28,8.228608630868283,9.0,10.36,8.040936927166303,8.0,12.24,14.774076395272001,668.0,830.56,599.2430697694106,39.0,107.88,177.8879141482074,196.0,304.12,314.953478046097,366.0,355.88,288.75109235002617,118.0,178.52,184.73407012965063,23.0,30.88,38.860133813459775,11.0,28.8,45.46885380858711,321.0,421.8,318.0883001096813,714.0,1077.4,937.0678114914274,11.0,22.92,30.36983152186832,10.0,14.56,16.61846362734333,2.0,6.48,13.165991543872922,12.0,18.28,19.688236758701038,6.0,14.68,22.253688832790548,459.0,529.56,390.62184185390004,25.0,44.64,57.791204636461195,15.0,16.28,14.261019131417875,11.0,15.12,17.678423760807032,1.0,2.8,4.281744192888376,13.0,22.4,27.519689920733722,43.0,57.16,47.967593227094476,10.0,21.68,27.425231691515997,12.0,20.84,19.484352696458767
20,Wolves,26.0,27.17391304347826,4.052520808236001,26.0,22.782608695652176,8.923699404798082,15.0,16.652173913043477,10.907081501367374,1364.0,1495.2173913043478,875.6224776238662,1.0,2.1739130434782608,3.9387604639143587,1.0,1.6956521739130435,2.224548628551535,2.0,3.217391304347826,2.7461795236809605,0.0,0.08695652173913043,0.28810406552003043,0.8,1.7608695652173914,2.4798715381748715,0.9,1.4000000000000001,1.77942789580349,12.0,23.565217391304348,27.789510916819808,31.0,45.91304347826087,41.098455006880364,28.0,45.26086956521739,47.76192606069889,0.07,0.12217391304347826,0.16700453237559781,0.04,0.10043478260869568,0.13026121521666884,0.08,0.11130434782608696,0.11721403685046689,0.07,0.07956521739130434,0.07606685222818897,0.23,0.34956521739130436,0.40170634073875816,484.0,563.5652173913044,411.40102378523744,21.0,32.08695652173913,28.195604176212647,13.0,18.91304347826087,17.58075663765838,19.0,26.82608695652174,23.596325164415372,8.0,12.217391304347826,13.30056909834767,16.0,18.043478260869566,12.607639317888202,4.0,5.869565217391305,6.047571622531168,10.0,12.173913043478262,10.443145528888765,9.0,12.08695652173913,9.82997754310882,756.0,875.8260869565217,572.2617529015828,59.0,103.43478260869566,151.45261067618614,304.0,311.0869565217391,256.91189028067373,329.0,393.6521739130435,316.27600269609917,124.0,181.7391304347826,186.29234537324402,23.0,28.304347826086957,31.84826923028043,14.0,28.391304347826086,34.83433406912676,390.0,480.60869565217394,307.3460796044442,1038.0,1328.695652173913,911.0664797010055,12.0,23.565217391304348,27.789510916819808,13.0,17.91304347826087,21.83390408490732,3.0,5.695652173913044,8.6887324245971,16.0,23.043478260869566,22.74058898427608,11.0,14.434782608695652,15.287624486838787,482.0,559.2173913043479,370.7579407010528,28.0,45.26086956521739,47.76192606069889,15.0,19.782608695652176,17.503133542153716,10.0,16.91304347826087,17.08511591329573,1.0,2.5217391304347827,3.314836691677301,10.0,21.652173913043477,30.692919964844982,43.0,65.6086956521739,50.69493351987928,10.0,17.73913043478261,17.532352928500103,16.0,19.043478260869566,19.671110013671328
